Track,Artist,Spotify Streams,Spotify Popularity,Spotify Playlist Count,TikTok Posts,TikTok Likes,TikTok Views,Track Score,All Time Rank
Relationship (feat. Future),Young Thug,458957128,61.0,89812,28665700,112444345,1069735982,75.5,410
Beggin',Mï¿½ï¿½ne,1601293263,79.0,358760,7717647,1765938944,18153723096,75.4,413
Pretty - Sped Up,MEYY,1867282,40.0,498,4300000,99212673,1267424672,75.4,411
Hawï¿½,Maluma,1289186767,73.0,123303,729784,9309533,131926571,75.3,415
Cradles,Sub Urban,737097685,68.0,155765,6010728,735932695,8841517566,75.2,418
Roses - Imanbek Remix,SAINt JHN,1927961994,72.0,323997,399114,47716560,525749281,75.2,417
Angel Numbers / Ten Toes,Chris Brown,179565178,75.0,40225,273400,36593416,451763725,75.1,419
MASHA ULTRAFUNK,HISTED,32435333,76.0,2141,550000,83742600,1059880600,74.9,422
Under The Influence,Chris Brown,1249760413,79.0,202465,1107358,252070540,2436202278,74.9,423
Life Goes On,Oliver Tree,568230113,68.0,142225,8041280,1122403923,11938256726,74.8,424
Trance (with Travis Scott & Young Thug),Metro Boomin,637325281,79.0,142076,12122,7811781,58477615,74.4,429
Rock and A Hard Place,Bailey Zimmerman,412845771,73.0,59749,203904,80427947,777869891,74.4,430
Don't Let Me Down,The Chainsmokers,1888829482,76.0,206507,1564955,439675389,6097870496,74.1,432
DDU-DU DDU-DU,BLACKPINK,701726499,65.0,51129,798667,73741892,683794564,74.0,434
telepatï¿½,Kali Uchis,1151629030,77.0,201783,1448920,467181048,3401301248,73.9,435
Wake Me Up,Avicii,2325017580,81.0,347004,349966,33433988,360378218,73.7,436
Overdrive (feat. Norma Jean Martine),Ofenbach,232417498,80.0,20983,38115,1152032,61820477,73.6,437
Chulo pt.2,Bad Gyal,318567928,69.0,42351,263600,102425830,797526303,73.6,438
All Girls Are The Same,Juice WRLD,1615353665,76.0,219797,329183,40216565,294545167,73.5,439
Push Up - Main Edit,Creeds,274229438,77.0,81319,2001804,84624881,1182280724,73.4,441
Kings & Queens,Ava Max,955439608,73.0,130031,2483437,192674077,2036664297,73.4,440
Adore You,Harry Styles,1670164200,78.0,171120,381926,125662413,805399161,73.2,442
HIGHEST IN THE ROOM,Travis Scott,1625149693,78.0,304394,164816,74049746,713021988,73.2,443
UNAVAILABLE (feat. Musa Keys),Davido,155390490,68.0,51032,1871311,80258156,1043240094,73.2,444
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,419016792,42.0,24878,3400000,417635777,5766443841,73.0,448
Cruel Summer,Taylor Swift,2188247133,88.0,121479,3233521,465904062,4967025679,72.8,451
Unforgettable,French Montana,2065697126,82.0,275044,133949,68712610,631867114,72.6,454
Lose My Breath (Feat. Charlie Puth),Stray Kids,29994527,57.0,1665,38704,1533045,5347400,72.0,457
ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,52830200,41.0,14893,19100000,295333807,5821447553,71.9,460
Move,Adam Port,5917083,67.0,1348,21800,4700915,53279473,71.9,459
F.N,Lil Tjay,731933924,70.0,186835,393517,18913500,173278256,71.7,461
Say You Won't Let Go,James Arthur,2830962669,82.0,233504,1750319,96711415,792720612,71.5,462
Blank Space,Taylor Swift,1829733410,76.0,157465,104685,38075232,346032878,71.5,463
Girls Like You,Maroon 5,399689964,63.0,43481,597,589841,6559308,71.4,464
HUMBLE.,Kendrick Lamar,2226869580,80.0,311766,1180701,90304316,769720113,71.4,466
Forget Me,Lewis Capaldi,343556188,69.0,53783,30806,18533179,268283723,71.4,465
Super Freaky Girl,Nicki Minaj,549382975,64.0,88241,777200,583041946,5107877505,71.2,468
Miracle (with Ellie Goulding),Calvin Harris,425999315,74.0,91229,144223,20190291,342295893,71.1,470
Somebody That I Used To Know,Gotye,1752826514,74.0,352833,312945,551329120,4679645090,71.0,471
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1859886400,78.0,161156,75102,49222866,265917250,70.6,474
Oh No,Kreepa,40284121,41.0,14548,18821381,4959548763,61088562861,70.6,473
Pop Out (feat. Lil Tjay),Polo G,858059276,70.0,181654,732132,48817948,417831392,70.6,472
7 Years,Lukas Graham,1916203330,78.0,218955,1080789,102852730,877998186,70.5,475
Something in the Orange,Zach Bryan,891578597,82.0,134151,428919,61522352,536850823,70.4,478
AMARGURA,KAROL G,629102459,81.0,31206,969500,28700787,404330162,70.4,477
"Happy - From ""Despicable Me 2""",Pharrell Williams,1379786786,75.0,204118,3028049,187452999,2112220730,70.4,476
Bailando Bachata,Chayanne,136724343,72.0,15391,1500000,24961548,525208493,70.2,479
Treat You Better,Shawn Mendes,2164074552,80.0,183260,656214,34125620,218876789,70.2,481
Feliz Cumpleaï¿½ï¿½os Fe,Feid,944833760,78.0,84300,712759,110146879,1137735925,70.1,483
Let Her Go,Passenger,2252713547,69.0,84884,822,19565297,198665893,70.1,484
Fall Back,Lithe,78227549,81.0,10811,1827,366700,5400000,70.1,485
Stressed Out,Twenty One Pilots,2313532702,79.0,333612,440911,82148305,664725202,70.1,482
Astronaut In The Ocean,Masked Wolf,1251675613,67.0,233472,149047,21845741,338873585,70.0,486
All of Me,John Legend,2382407025,80.0,259202,536497,59268693,643209321,69.8,487
2055,Sleepy Hallow,811700245,77.0,195603,321061,90460360,752325431,69.7,488
Redbone,Childish Gambino,1615152539,76.0,377159,111904,56162755,430258743,69.6,489
We Don't Talk About Bruno,Carolina Gaitï¿½ï¿½n - La G,502781351,68.0,57858,601478,415546697,3341780836,69.4,493
You Proof,Morgan Wallen,644437397,79.0,64367,128357,28267176,327463451,69.3,494
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,1502382072,75.0,240419,913200,449105708,4053240923,69.2,495
Break My Heart,Dua Lipa,1198689895,71.0,130486,975132,134321535,1509626629,69.2,496
Shut Down,BLACKPINK,654818451,67.0,39852,844032,374048198,3365539262,69.0,497
Chill Vibes,Tollan Kim,1212312,32.0,560,9268296,888782233,14162352713,68.8,501
MIA (feat. Drake),Bad Bunny,1318254846,71.0,159832,535956,20456871,244589825,68.7,503
Toosie Slide,Drake,1059262917,64.0,200623,3039186,404119328,3734881670,68.7,505
MIENTRAS ME CURO DEL CORA,KAROL G,426341106,76.0,29511,1577292,68382766,871654140,68.7,506
Down Bad,Taylor Swift,210385853,80.0,5179,46800,9697319,65541536,68.7,504
Ballin' (with Roddy Ricch),Mustard,907346612,69.0,200091,145147,27666027,245290801,68.7,502
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,553783547,68.0,83450,481825,313806405,2994040421,68.2,509
El Merengue,Marshmello,528420867,75.0,59791,252314,28930444,451806178,68.2,510
Made For Me,Muni Long,142945230,76.0,13253,887,2044007,17122064,68.1,513
TELEKINESIS,Travis Scott,313693195,75.0,92838,7369,3576724,32670713,68.1,512
Martin & Gina,Polo G,885756212,76.0,212406,340101,27626217,200329006,68.0,516
"thank u, next",Ariana Grande,1878196824,73.0,134913,1542901,119391916,982464070,68.0,515
One Dance,Drake,3192204066,82.0,379853,2381341,51227212,388544079,67.9,518
ily (i love you baby) (feat. Emilee),Surf Mesa,912461674,70.0,160875,7407429,285084510,3076620938,67.9,517
Hope,XXXTENTACION,1442703001,78.0,201082,699601,36684132,325870631,67.8,519
TRUSTFALL,P!nk,255898884,65.0,35610,63475,9770601,112935118,67.6,520
Intentions (feat. Quavo),Justin Bieber,1177960398,69.0,124387,532220,56736712,517889307,67.5,521
Lemonade,Internet Money,1320495311,12.0,280937,1028504,178619501,1355578291,67.3,523
WITHOUT YOU,The Kid LAROI,927908363,69.0,192182,1806340,276254807,2189403368,67.0,524
LET GO,Central Cee,415699405,70.0,131562,71800,43271885,459919455,66.9,526
Savage (feat. Beyoncï¿½ï¿½) - R,Megan Thee Stallion,428986855,57.0,49403,11268723,807114884,7823796917,66.8,528
No Idea,Don Toliver,922761340,74.0,176497,5114497,684428445,5254571599,66.8,529
Love Yourself,Justin Bieber,2423583406,78.0,221550,412296,54794151,546197873,66.8,530
Cari Mama Muda (Senorita Joven) - Original Mix,Carella,149072,7.0,53,13600432,29203710,339961056,66.6,532
Need A Favor,Jelly Roll,166866092,73.0,26335,56261,9453847,133788711,66.5,533
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1429277695,71.0,126593,1577534,83366309,1155210017,66.4,535
Anabella,Khaid,14645123,52.0,2424,3325481,18297800,222489625,66.3,536
Bam Bam (feat. Ed Sheeran),Camila Cabello,907821800,68.0,106835,165069,54851263,702113761,66.2,539
The Motto,Tiï¿½ï¿,818199643,70.0,147373,121422,28637203,591641859,66.2,540
Single Soon,Selena Gomez,205555865,70.0,18831,68600,22643113,237154932,66.2,538
Falling Down - Bonus Track,Lil Peep,1156060152,76.0,189320,71568,19623543,153710600,66.1,541
Sin Pijama,Becky G,785389574,61.0,70607,4050216,68127919,989856037,65.9,542
Wasted On You,Morgan Wallen,717226454,79.0,73851,55649,7599044,86145458,65.7,545
BREAK MY SOUL,Beyoncï¿,443564590,64.0,80121,247082,93051722,1231848412,65.7,544
Murder In My Mind,Kordhell,668285368,74.0,120095,1103489,258958538,2877613437,65.6,547
Unstoppable,Sia,1285237951,76.0,166761,7657876,920079246,14808888629,65.5,548
traitor,Olivia Rodrigo,1564979439,80.0,150597,453412,392179677,2639611818,65.5,550
goosebumps,Travis Scott,2396737761,82.0,381756,1025273,181634476,1545294272,65.5,549
Quï¿½ï¿½ Mï¿½ï¿,J Balvin,811810737,67.0,117049,914703,200383930,1748578220,65.3,552
Hrs and Hrs,Muni Long,241632869,67.0,58384,2843662,390407298,3549690741,65.3,551
Boy With Luv (feat. Halsey),BTS,1165842896,70.0,62333,1944635,287006154,2199922028,65.0,553
Angel Baby,Troye Sivan,533416336,68.0,51383,6384142,410346965,4418855338,64.9,554
Way 2 Sexy (with Future & Young Thug),Drake,559759920,67.0,159492,763500,263361535,2410691959,64.7,555
SORRY 4 THAT MUCH,Feid,8757910,71.0,1184,9478,3201272,25443365,64.5,557
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1053626902,77.0,240281,415619,226005917,1755214047,64.4,558
PUFFIN ON ZOOTIEZ,Future,395167576,71.0,135307,31391,6266752,66661123,64.3,560
3D (feat. Jack Harlow),Jung Kook,573249007,74.0,27154,30142,9786252,66859275,64.3,559
XO Tour Llif3,Lil Uzi Vert,2123458039,24.0,59071,12978,2359976,17150790,64.2,562
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,378282960,65.0,66018,676437,120792885,1367774822,64.2,563
Desire (with Sam Smith),Calvin Harris,226519256,75.0,43558,1946,80070,2439093,64.2,561
Cute,Aurel Surya Lie,142732,21.0,90,6975800,319088576,5316677737,64.1,564
Cold Heart - PNAU Remix,Elton John,2011121774,77.0,314601,472726,57732873,943751388,64.0,565
Con Altura,ROSALï¿½,770653954,66.0,81459,216000,24907115,353024939,63.9,566
LA CANCIï¿½,J Balvin,1706325903,79.0,149957,51934,21045881,143346183,63.8,570
In My Mind,Dynoro,1432473324,74.0,235239,973173,34950153,481312317,63.8,567
Chandelier,Sia,1729264620,75.0,171065,369612,124140769,1176707701,63.8,569
Eastside (with Halsey & Khalid),benny blanco,1736530084,73.0,174867,133341,12574029,116720227,63.7,571
Godzilla (feat. Juice WRLD),Eminem,1456635235,78.0,241715,162256,37734089,310162794,63.7,572
All About That Bass,Meghan Trainor,815661095,70.0,92401,423870,58123781,620379145,63.6,573
"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,218291402,66.0,10974,473000,26417464,568124616,63.5,574
Cheques,Shubh,276505971,73.0,18698,546123,13229231,193157167,63.4,576
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,979440925,72.0,257132,419400,21243042,269812694,63.3,577
VAGABUNDO,Sebastian Yatra,337650898,75.0,44292,241103,34797656,505139679,63.3,578
Cheap Thrills,Sia,1779046979,70.0,161840,836539,56823958,925857941,63.2,580
Yummy,Justin Bieber,792379282,62.0,96177,4410189,173359563,2580705782,63.2,579
On My Mama,Victoria Monï¿½,119798692,65.0,16874,52478,14376748,138101105,63.1,582
Wishing Well,Juice WRLD,901486450,71.0,157381,491431,53221207,482804184,63.1,583
Too Good At Goodbyes,Sam Smith,2061017397,78.0,157801,742139,16133167,118957400,62.9,584
SPECIALZ,King Gnu,178413226,78.0,22972,174300,88806278,729015072,62.8,585
Ta Ta Ta,Bayanni,85207310,62.0,31737,4914172,92105584,1493815667,62.8,586
Un Finde | CROSSOVER #2,Big One,361219290,72.0,34991,710900,63611915,947077415,62.6,588
There's Nothing Holdin' Me Back,Shawn Mendes,2043626431,80.0,185796,2310405,82394327,544400947,62.6,589
Gulabi Sadi,Sanju Rathod,34996527,69.0,983,2046,5503,87900,62.6,587
Breaking Me,Topic,1128612961,69.0,184002,564408,46664008,602190373,62.5,590
Shake It Off,Taylor Swift,1409692678,74.0,162649,322329,269428239,2080409767,62.3,593
La Curiosidad,Jay Wheeler,1099019265,78.0,107383,632899,113529720,973281040,62.1,595
EL MAKINON,KAROL G,574357002,69.0,69491,487000,56713955,627030538,62.0,596
In The Stars,Benson Boone,725214939,74.0,107667,626129,233812388,2046007902,61.9,597
Shirt,SZA,469322271,73.0,68997,50996,44266733,419727783,61.9,598
Tï¿½ï¿,DENNIS,333339751,69.0,41237,1253933,124997599,1585272275,61.7,601
Call Out My Name,The Weeknd,1780889877,79.0,229909,284554,89244170,742902070,61.6,603
Lose Control,MEDUZA,932911098,66.0,180309,5201086,487782696,5676756004,61.6,604
X - Remix,Nicky Jam,341040837,60.0,36912,16100,3472949,24802266,61.5,605
223's (feat. 9lokknine),YNW Melly,484542375,64.0,97431,6584665,105210640,999433711,61.4,609
ýýchame La Culpa,Luis Fonsi,935042457,68.0,92728,1121206,13550452,139512356,61.4,607
Mask Off,Future,1596770801,77.0,281838,1693184,235882300,2521784913,61.3,614
Before You Go,Lewis Capaldi,1920784716,77.0,211573,912147,104538556,1042158771,61.3,611
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,428189728,67.0,95507,5406735,1021159104,11653604916,61.3,610
Queencard,(G)I-DLE,289304213,72.0,25925,404600,257833478,1992738757,61.2,616
RAPSTAR,Polo G,923823292,72.0,218155,147432,71450602,619442138,61.2,615
Say Yes To Heaven,Lana Del Rey,513353284,80.0,73253,42282,19858700,152008937,61.1,620
Maan Meri Jaan,King,467454503,71.0,25221,622000,11756945,189880241,61.0,621
Best Friend (feat. Doja Cat),Saweetie,571532926,66.0,95775,2150682,255722462,2362426981,61.0,622
GATï¿½ï¿½,KAROL G,427247328,66.0,42444,333197,26378245,275273861,61.0,623
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1116304877,66.0,120975,5384329,108811158,816827324,61.0,624
Te Botï¿½ï¿½ - R,Nio Garcia,1176693861,69.0,132271,749700,18965802,254943718,60.9,625
SICKO MODE,Travis Scott,2134271997,77.0,330314,1159868,262664925,2562546341,60.9,626
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,470659154,71.0,53386,307562,119653263,1220529181,60.6,630
The Kind of Love We Make,Luke Combs,470340261,75.0,68177,72219,39713127,395041727,60.6,628
Europapa,Joost,111170278,81.0,12493,91200,3125018,34861500,60.6,629
OMG,NewJeans,675591495,75.0,53019,566750,299538483,2441354214,60.5,632
PUNTO 40,Rauw Alejandro,396549329,67.0,56179,2400609,377165558,5233247603,60.4,635
In The Name Of Love,Martin Garrix,1452194416,75.0,164935,3910130,133502443,1030123230,60.4,637
Shorty Party,Cartel De Santa,323657766,69.0,28785,416201,53038445,623071891,60.4,633
Drama,aespa,198043685,78.0,11991,43265,64109374,442468610,60.4,634
Head & Heart (feat. MNEK),Joel Corry,1196521179,74.0,190615,434330,24163311,269796885,60.4,636
Callaita,Bad Bunny,1448173030,70.0,156477,625362,38376453,354361373,60.0,638
How Do I Say Goodbye,Dean Lewis,459712644,69.0,86820,189900,92382361,749847975,59.9,639
ULTRA SOLO,Polimï¿½ï¿½ Westc,360068693,64.0,58995,4984600,450591101,4865262796,59.7,642
Hundred Miles (Sped Up Version),Yall,16264949,48.0,4532,4771500,156817500,1820623806,59.7,641
SNAP,Rosa Linn,1039482815,79.0,99333,20083,254036,6824133,59.7,643
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,PSY,477162323,67.0,103211,146609,64279161,578660460,59.6,647
Criminal,NATTI NATASHA,889098343,69.0,84086,425400,28701107,312894649,59.6,648
Chantaje,Shakira,1006124005,72.0,96248,122464,27711123,270324375,59.6,646
Laugh Now Cry Later (feat. Lil Durk),Drake,962634706,69.0,222576,59816,28688641,232612189,59.6,645
Psycho,Post Malone,1517935273,70.0,183827,13942,5079910,41586060,59.5,650
Holanda,Jhayco,320174752,73.0,51073,278104,136034375,1510621389,59.5,651
Faded,Alan Walker,1943842010,75.0,221874,11253946,269640001,4682512450,59.4,653
Cough,Kizz Daniel,86103527,62.0,24888,3115217,71261169,1387044831,59.3,655
Afraid To Feel,LF SYSTEM,355203657,74.0,146218,201874,142211766,1767047572,59.3,656
Wow.,Post Malone,1680612367,74.0,201840,536365,51435673,477810652,59.3,657
Radioactive,Imagine Dragons,1836362703,75.0,236427,340696,56611247,640674307,59.3,654
RITMO (Bad Boys For Life),Black Eyed Peas,961358721,65.0,155959,212737,22305262,307352160,59.2,659
hot girl bummer,blackbear,1265080733,70.0,198773,333375,80730443,579006925,59.2,658
Dancing With A Stranger (with Normani),Sam Smith,1349115675,71.0,113525,221401,6690117,102120652,59.1,663
Heartbreak Anniversary,Giveon,1157206056,75.0,189404,1833826,426830431,3272868374,59.1,665
Toxic,BoyWithUke,690010618,69.0,145080,643140,290455168,2787939961,59.1,662
Tennessee Whiskey,Chris Stapleton,954073526,77.0,162233,148665,21371017,243324273,59.1,661
Up,Cardi B,646916214,65.0,97970,2776485,885852462,6912025468,59.1,664
Don't Be Shy,Tiï¿½ï¿,686371118,69.0,95938,1500000,146674018,2298614237,58.9,670
Sabor Fresa,Fuerza Regida,502536183,77.0,37578,380400,77609922,866457165,58.9,668
MON LOVE OHO,Liamsi,24215252,48.0,12008,3611019,229593251,3302969819,58.9,666
Surround Sound (feat. 21 Savage & Baby Tate),JID,548724288,79.0,170892,28794,90067000,813374956,58.9,667
Feather,Sabrina Carpenter,488979989,84.0,32825,170893,35176071,443060258,58.8,673
Super Gremlin,Kodak Black,416955991,63.0,123862,255281,140081850,1163709610,58.8,672
Natural,Imagine Dragons,1228556153,75.0,154255,1207638,29172920,396994100,58.8,674
La Triple M,Mawell,44557662,59.0,9405,2644100,87005227,1729443890,58.8,671
OUT WEST (feat. Young Thug),JACKBOYS,709850383,70.0,165912,8269500,222858336,1876371239,58.8,675
High Hopes,Panic! At The Disco,1602076880,75.0,207598,1056148,78133371,790904602,58.7,678
Memory Reboot,Vï¿½,168087455,71.0,33442,2629100,156998611,1559678788,58.6,679
Side To Side,Ariana Grande,1427792654,70.0,120921,1697927,69105932,413361240,58.6,680
Build a Bitch,Bella Poarch,452542081,63.0,81642,3130325,1030644218,10270227664,58.5,682
Y LLORO,Junior H,363816146,80.0,16161,64160,13838072,114779266,58.3,685
Streets,Doja Cat,1056939084,75.0,154003,1629600,573666785,3347862526,58.3,686
How We Roll,Ciara,36007719,53.0,11757,1454232,28142270,344537974,58.3,684
My Universe,Coldplay,1269607301,71.0,124247,865359,292601736,1700398150,58.2,688
Peaches & Eggplants (feat. 21 Savage),Young Nudy,157446814,64.0,54118,44041,22685975,142468312,58.2,689
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,248749251,61.0,103369,162900,33365117,142448123,58.1,691
O Me Voy O Te Vas,Natanael Cano,226233020,77.0,14009,333,72367,588601,58.0,692
Girls Like You (feat. Cardi B),Maroon 5,1650167380,66.0,145231,2904900,36399820,405895763,57.9,694
Therefore I Am,Billie Eilish,805133547,67.0,132298,1600298,283957601,2252801256,57.9,695
Wish You The Best,Lewis Capaldi,245513981,71.0,37111,7175,7047257,76397270,57.8,701
Stitches,Shawn Mendes,1907768690,69.0,170905,396789,45962200,403748250,57.8,700
Back On 74,Jungle,212122034,80.0,61462,117000,60212881,555529368,57.8,702
Por Mi Mexico (Remix),Lefty Sm,98795736,67.0,8721,614600,25414356,319127773,57.7,703
THIS YEAR (Blessings),Victor Thompson,134208327,61.0,45328,2544105,156575242,2460084219,57.7,705
Fair Trade (with Travis Scott),Drake,819136167,75.0,220374,66599,33795573,327393753,57.6,708
Mayores,Becky G,709559454,66.0,66677,610733,22346077,258215382,57.6,709
CHORRITO PA LAS ANIMAS,Feid,558560568,75.0,61360,1015200,134483388,1339213086,57.6,707
White Horse,Chris Stapleton,155443055,68.0,28835,38400,3484143,47123023,57.5,711
Ojitos Rojos,Grupo Frontera,221287566,70.0,20975,86600,7802910,131877555,57.5,712
La Morocha,Luck Ra,161280933,66.0,17882,459808,20550339,348308009,57.5,710
